,id,latest.cost.avg_net_price,latest.cost.avg_net_price.overall,latest.cost.avg_net_price.consumer.median_by_pred_degree,latest.cost.avg_net_price.consumer.overall_median,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.cost.booksupply,latest.cost.net_price.by_income_level.0-30000,latest.cost.net_price.by_income_level.30001-48000,latest.cost.net_price.by_income_level.48001-75000,latest.cost.net_price.by_income_level.75001-110000,latest.cost.net_price.by_income_level.110001-plus,latest.cost.net_price.by_income_level.0-48000,latest.cost.net_price.by_income_level.30001-75000,latest.cost.net_price.by_income_level.75000-plus,latest.cost.net_price.consumer.by_income_level.0-48000,latest.cost.net_price.consumer.by_income_level.0-30000,latest.cost.net_price.consumer.by_income_level.30001-48000,latest.cost.net_price.consumer.by_income_level.30001-75000,latest.cost.net_price.consumer.by_income_level.48001-75000,latest.cost.net_price.consumer.by_income_level.750001-111000,latest.cost.net_price.consumer.by_income_level.75000-plus,latest.cost.net_price.consumer.by_income_level.110001-plus,latest.cost.title_iv.all,latest.cost.title_iv.by_income_level.0-30000,latest.cost.title_iv.by_income_level.30001-48000,latest.cost.title_iv.by_income_level.48001-75000,latest.cost.title_iv.by_income_level.75001-110000,latest.cost.title_iv.by_income_level.110001-plus,latest.cost.roomboard.oncampus,latest.cost.roomboard.offcampus,latest.cost.otherexpense.oncampus,latest.cost.otherexpense.offcampus,latest.cost.otherexpense.withfamily
0,100654,15529.0,15529.0,19525.5,15950.5,23445.0,10024.0,18634.0,1600.0,14694.0,15379.0,17694.0,17883.0,20483.0,14860.0,16213.0,19029.0,14860.0,14694.0,15379.0,16213.0,17694.0,17883.0,19029.0,20483.0,690.0,420.0,135.0,76.0,33.0,26.0,9240.0,9240.0,3090.0,3090.0,3440.0
1,100663,16530.0,16530.0,19525.5,15950.5,25542.0,8568.0,20400.0,1200.0,13443.0,14800.0,17857.0,19141.0,19717.0,13937.0,16277.0,19447.0,13937.0,13443.0,14800.0,16277.0,17857.0,19141.0,19447.0,19717.0,1232.0,378.0,216.0,202.0,204.0,232.0,12307.0,12307.0,5555.0,5555.0,5555.0
2,100706,17208.0,17208.0,19525.5,15950.5,24861.0,11338.0,23734.0,2200.0,13631.0,15967.0,17054.0,19114.0,19862.0,14640.0,16534.0,19521.0,14640.0,13631.0,15967.0,16534.0,17054.0,19114.0,19521.0,19862.0,538.0,117.0,89.0,97.0,107.0,128.0,10652.0,10652.0,4076.0,4076.0,4076.0
3,100724,19534.0,19534.0,19525.5,15950.5,21892.0,11068.0,19396.0,1600.0,19581.0,19396.0,19853.0,19620.0,17559.0,19530.0,19505.0,19083.0,19530.0,19581.0,19396.0,19505.0,19853.0,19620.0,19083.0,17559.0,508.0,326.0,121.0,38.0,17.0,6.0,6050.0,7320.0,3392.0,4228.0,4228.0
4,100751,20917.0,20917.0,19525.5,15950.5,30016.0,11620.0,31090.0,1000.0,17523.0,19434.0,21649.0,23957.0,23605.0,18203.0,20470.0,23726.0,18203.0,17523.0,19434.0,20470.0,21649.0,23957.0,23726.0,23605.0,1272.0,373.0,206.0,181.0,177.0,335.0,13810.0,13810.0,4620.0,4620.0,5692.0
5,100812,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,100830,13678.0,13678.0,19525.5,15950.5,20225.0,8860.0,18820.0,1200.0,12134.0,13246.0,15400.0,17204.0,16341.0,12447.0,14094.0,16737.0,12447.0,12134.0,13246.0,14094.0,15400.0,17204.0,16737.0,16341.0,421.0,204.0,80.0,52.0,39.0,46.0,6980.0,10296.0,3830.0,3830.0,3830.0
7,100858,24018.0,24018.0,19525.5,15950.5,32196.0,11796.0,31956.0,1200.0,17866.0,19064.0,23468.0,25389.0,26300.0,18395.0,21563.0,26024.0,18395.0,17866.0,19064.0,21563.0,23468.0,25389.0,26024.0,26300.0,1253.0,154.0,122.0,160.0,247.0,570.0,13778.0,13778.0,5904.0,5904.0,5904.0
8,101480,17523.0,17523.0,19525.5,15950.5,21560.0,11120.0,20840.0,1196.0,14738.0,16163.0,19115.0,20976.0,21277.0,15165.0,17601.0,21092.0,15165.0,14738.0,16163.0,17601.0,19115.0,20976.0,21092.0,21277.0,1200.0,462.0,198.0,188.0,216.0,136.0,8110.0,9648.0,2003.0,2692.0,4843.0
9,101587,16747.0,16747.0,19525.5,15950.5,22645.0,10990.0,20090.0,1216.0,14961.0,16062.0,18866.0,19596.0,17763.0,15208.0,17518.0,18649.0,15208.0,14961.0,16062.0,17518.0,18866.0,19596.0,18649.0,17763.0,294.0,128.0,37.0,40.0,43.0,46.0,7510.0,7200.0,3505.0,3505.0,3505.0
10,101709,18584.0,18584.0,19525.5,15950.5,26018.0,13710.0,26730.0,1020.0,16012.0,17425.0,19443.0,21297.0,21208.0,16442.0,18422.0,21241.0,16442.0,16012.0,17425.0,18422.0,19443.0,21297.0,21241.0,21208.0,277.0,96.0,42.0,41.0,36.0,62.0,9810.0,9810.0,3180.0,5984.0,6085.0
11,101879,13699.0,13699.0,19525.5,15950.5,21502.0,10620.0,20220.0,1500.0,10885.0,11480.0,15060.0,16922.0,15952.0,11061.0,13386.0,16410.0,11061.0,10885.0,11480.0,13386.0,15060.0,16922.0,16410.0,15952.0,621.0,204.0,86.0,98.0,110.0,123.0,7966.0,7966.0,2800.0,2800.0,2800.0
12,102094,16826.0,16826.0,19525.5,15950.5,21694.0,8396.0,16292.0,1200.0,12906.0,13717.0,17568.0,21445.0,21591.0,13194.0,15549.0,21521.0,13194.0,12906.0,13717.0,15549.0,17568.0,21445.0,21521.0,21591.0,994.0,313.0,173.0,157.0,168.0,183.0,7900.0,9020.0,5370.0,5370.0,5370.0
13,102368,14992.0,14992.0,19525.5,15950.5,21251.0,8908.0,16708.0,1300.0,14852.0,16013.0,16049.0,15883.0,16141.0,14932.0,16027.0,15954.0,14932.0,14852.0,16013.0,16027.0,16049.0,15883.0,15954.0,16141.0,1185.0,1043.0,77.0,47.0,13.0,5.0,6904.0,7586.0,4766.0,6766.0,6766.0
14,102553,11782.0,11782.0,19525.5,15950.5,18946.0,8622.0,25228.0,1320.0,8971.0,10663.0,12985.0,15477.0,15605.0,9535.0,11876.0,15542.0,9535.0,8971.0,10663.0,11876.0,12985.0,15477.0,15542.0,15605.0,537.0,194.0,97.0,106.0,69.0,71.0,12662.0,9868.0,7000.0,8486.0,8486.0
15,102614,10510.0,10510.0,19525.5,15950.5,19135.0,7176.0,21312.0,2000.0,6880.0,9093.0,11587.0,11476.0,12552.0,7544.0,10594.0,12197.0,7544.0,6880.0,9093.0,10594.0,11587.0,11476.0,12197.0,12552.0,380.0,91.0,39.0,59.0,63.0,128.0,10540.0,12050.0,2650.0,4250.0,4250.0
16,104151,13107.0,13107.0,19525.5,15950.5,27056.0,11338.0,29428.0,1300.0,8969.0,10628.0,15561.0,19031.0,20774.0,9555.0,12706.0,20092.0,9555.0,8969.0,10628.0,12706.0,15561.0,19031.0,20092.0,20774.0,5366.0,2071.0,1132.0,824.0,524.0,815.0,13510.0,9684.0,3430.0,4412.0,4412.0
17,104179,13358.0,13358.0,19525.5,15950.5,27461.0,12716.0,36743.0,800.0,8987.0,10160.0,13644.0,18708.0,20187.0,9390.0,11863.0,19678.0,9390.0,8987.0,10160.0,11863.0,13644.0,18708.0,19678.0,20187.0,1821.0,616.0,322.0,308.0,198.0,377.0,13350.0,10800.0,3550.0,5550.0,3550.0
18,105330,14308.0,14308.0,19525.5,15950.5,27969.0,11896.0,26642.0,1000.0,10520.0,11320.0,14142.0,17920.0,19585.0,10830.0,12786.0,18881.0,10830.0,10520.0,11320.0,12786.0,14142.0,17920.0,18881.0,19585.0,1947.0,543.0,344.0,372.0,291.0,397.0,11106.0,10646.0,4720.0,4720.0,4720.0
19,106245,16065.0,16065.0,19525.5,15950.5,20416.0,8366.0,18957.0,1250.0,14180.0,15542.0,18206.0,20324.0,20416.0,14603.0,16684.0,20352.0,14603.0,14180.0,15542.0,16684.0,18206.0,20324.0,20352.0,20416.0,376.0,178.0,80.0,60.0,40.0,18.0,9162.0,11324.0,6059.0,7793.0,5674.0
20,106263,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,106397,16507.0,16507.0,19525.5,15950.5,23997.0,9384.0,25872.0,1100.0,12003.0,13690.0,16256.0,19053.0,19897.0,12669.0,15064.0,19629.0,12669.0,12003.0,13690.0,15064.0,16256.0,19053.0,19629.0,19897.0,1219.0,271.0,177.0,204.0,180.0,387.0,11330.0,11330.0,4362.0,4362.0,4362.0
22,106412,11631.0,11631.0,19525.5,15950.5,19541.0,8248.0,14908.0,1000.0,10533.0,11418.0,13747.0,15157.0,16017.0,10794.0,12133.0,15501.0,10794.0,10533.0,11418.0,12133.0,13747.0,15157.0,15501.0,16017.0,264.0,146.0,61.0,27.0,18.0,12.0,8472.0,4846.0,3544.0,4574.0,4574.0
23,106458,14189.0,14189.0,19525.5,15950.5,23009.0,7315.0,12883.0,1250.0,12120.0,12019.0,14698.0,16946.0,17614.0,12084.0,13334.0,17333.0,12084.0,12120.0,12019.0,13334.0,14698.0,16946.0,17333.0,17614.0,786.0,260.0,142.0,137.0,104.0,143.0,10022.0,9367.0,4708.0,5970.0,5111.0
24,106467,11721.0,11721.0,19525.5,15950.5,19361.0,7668.0,13236.0,1240.0,10455.0,10800.0,12727.0,14283.0,14374.0,10550.0,11777.0,14326.0,10550.0,10455.0,10800.0,11777.0,12727.0,14283.0,14326.0,14374.0,1407.0,626.0,240.0,247.0,155.0,139.0,8754.0,12711.0,2876.0,4324.0,4324.0
25,106704,16554.0,16554.0,19525.5,15950.5,23185.0,9338.0,16148.0,1200.0,14136.0,15016.0,16798.0,19344.0,19270.0,14470.0,16043.0,19305.0,14470.0,14136.0,15016.0,16043.0,16798.0,19344.0,19305.0,19270.0,1121.0,312.0,191.0,260.0,171.0,187.0,7554.0,7511.0,3851.0,5584.0,5584.0
26,107071,14902.0,14902.0,19525.5,15950.5,23005.0,7392.0,9312.0,2500.0,13664.0,14172.0,15751.0,16021.0,15954.0,13819.0,14962.0,15985.0,13819.0,13664.0,14172.0,14962.0,15751.0,16021.0,15985.0,15954.0,593.0,199.0,88.0,88.0,101.0,117.0,9200.0,8000.0,7100.0,7500.0,7500.0
27,107983,15321.0,15321.0,19525.5,15950.5,23044.0,9080.0,14120.0,1600.0,13735.0,14000.0,16889.0,17390.0,18434.0,13820.0,15395.0,17842.0,13820.0,13735.0,14000.0,15395.0,16889.0,17390.0,17842.0,18434.0,405.0,161.0,76.0,71.0,55.0,42.0,7418.0,7418.0,6112.0,7725.0,6702.0
28,108092,9062.0,9062.0,19525.5,15950.5,17288.0,5754.0,13026.0,1544.0,7816.0,7638.0,10326.0,11054.0,10330.0,7762.0,8987.0,10670.0,7762.0,7816.0,7638.0,8987.0,10326.0,11054.0,10670.0,10330.0,821.0,305.0,133.0,134.0,117.0,132.0,9090.0,10976.0,5430.0,5430.0,5430.0
29,110422,20677.0,20677.0,19525.5,15950.5,28927.0,10071.0,25971.0,888.0,12173.0,13194.0,17340.0,22744.0,27740.0,12543.0,15601.0,26514.0,12543.0,12173.0,13194.0,15601.0,17340.0,22744.0,26514.0,27740.0,1212.0,243.0,138.0,191.0,157.0,483.0,15694.0,15694.0,2190.0,2190.0,2190.0
30,110486,7454.0,7454.0,19525.5,15950.5,18661.0,7498.0,19378.0,1244.0,5238.0,6046.0,9102.0,13441.0,17301.0,5544.0,7277.0,15309.0,5544.0,5238.0,6046.0,7277.0,9102.0,13441.0,15309.0,17301.0,1182.0,508.0,310.0,209.0,80.0,75.0,12900.0,13844.0,3152.0,4364.0,3976.0
31,110495,6566.0,6566.0,19525.5,15950.5,17424.0,7584.0,19464.0,1160.0,4122.0,4903.0,7976.0,12642.0,15834.0,4434.0,6368.0,14186.0,4434.0,4122.0,4903.0,6368.0,7976.0,12642.0,14186.0,15834.0,1151.0,438.0,292.0,266.0,80.0,75.0,11724.0,13600.0,3152.0,3786.0,3600.0
32,110510,8107.0,8107.0,19525.5,15950.5,19114.0,6952.0,18832.0,1272.0,5985.0,6613.0,9854.0,14338.0,17818.0,6202.0,8083.0,15958.0,6202.0,5985.0,6613.0,8083.0,9854.0,14338.0,15958.0,17818.0,2127.0,952.0,500.0,415.0,139.0,121.0,12142.0,11054.0,2176.0,3962.0,3310.0
33,110529,14304.0,14304.0,19525.5,15950.5,22365.0,7438.0,19318.0,1022.0,10349.0,12992.0,15958.0,18166.0,21205.0,11294.0,14429.0,19976.0,11294.0,10349.0,12992.0,14429.0,15958.0,18166.0,19976.0,21205.0,2245.0,815.0,454.0,427.0,222.0,327.0,16570.0,12520.0,3152.0,3781.0,4074.0
34,110538,16218.0,16218.0,19525.5,15950.5,25073.0,7864.0,19744.0,1148.0,11754.0,13040.0,16738.0,20708.0,24220.0,12224.0,14853.0,22746.0,12224.0,11754.0,13040.0,14853.0,16738.0,20708.0,22746.0,24220.0,1525.0,500.0,288.0,277.0,193.0,267.0,13500.0,11314.0,2174.0,2598.0,3352.0
35,110547,4026.0,4026.0,19525.5,15950.5,15019.0,6941.0,18821.0,1000.0,2657.0,3329.0,6333.0,11085.0,13579.0,2857.0,4460.0,12061.0,2857.0,2657.0,3329.0,4460.0,6333.0,11085.0,12061.0,13579.0,1941.0,1070.0,454.0,274.0,87.0,56.0,13984.0,18420.0,4280.0,5740.0,4370.0
36,110556,6230.0,6230.0,19525.5,15950.5,17683.0,6643.0,18523.0,1080.0,3859.0,4655.0,8030.0,12789.0,16254.0,4163.0,6019.0,14572.0,4163.0,3859.0,4655.0,6019.0,8030.0,12789.0,14572.0,16254.0,2323.0,989.0,612.0,415.0,149.0,158.0,10905.0,15537.0,3604.0,4098.0,3807.0
37,110565,8003.0,8003.0,19525.5,15950.5,17791.0,6953.0,18833.0,1150.0,4590.0,5821.0,9017.0,12977.0,16556.0,5027.0,7345.0,15035.0,5027.0,4590.0,5821.0,7345.0,9017.0,12977.0,15035.0,16556.0,3005.0,1141.0,627.0,571.0,283.0,383.0,16296.0,15592.0,4316.0,4864.0,4170.0
38,110574,13298.0,13298.0,19525.5,15950.5,23357.0,6890.0,18770.0,1080.0,9975.0,11025.0,15615.0,18874.0,22007.0,10332.0,13250.0,20578.0,10332.0,9975.0,11025.0,13250.0,15615.0,18874.0,20578.0,22007.0,969.0,393.0,203.0,191.0,83.0,99.0,15140.0,16235.0,4317.0,5134.0,4138.0
39,110583,10054.0,10054.0,19525.5,15950.5,19846.0,6834.0,18714.0,1050.0,6663.0,7573.0,11189.0,15101.0,18602.0,7002.0,9313.0,17042.0,7002.0,6663.0,7573.0,9313.0,11189.0,15101.0,17042.0,18602.0,3206.0,1165.0,692.0,642.0,315.0,392.0,13158.0,13156.0,3152.0,3798.0,3300.0
40,110592,3302.0,3302.0,19525.5,15950.5,15307.0,6781.0,18661.0,1046.0,1887.0,2701.0,5700.0,10011.0,13191.0,2123.0,3901.0,11446.0,2123.0,1887.0,2701.0,3901.0,5700.0,10011.0,11446.0,13191.0,2683.0,1487.0,607.0,405.0,101.0,83.0,16932.0,16111.0,4317.0,5269.0,3582.0
41,110608,8523.0,8523.0,19525.5,15950.5,19794.0,7017.0,18897.0,1486.0,6266.0,7103.0,10780.0,15380.0,18714.0,6522.0,8631.0,17062.0,6522.0,6266.0,7103.0,8631.0,10780.0,15380.0,17062.0,18714.0,3552.0,1767.0,780.0,555.0,223.0,227.0,11662.0,17322.0,3152.0,4338.0,4022.0
42,110617,11178.0,11178.0,19525.5,15950.5,21576.0,7418.0,19298.0,1096.0,8163.0,9055.0,12602.0,16925.0,20499.0,8499.0,10663.0,18692.0,8499.0,8163.0,9055.0,10663.0,12602.0,16925.0,18692.0,20499.0,2880.0,1115.0,674.0,559.0,269.0,263.0,16134.0,16580.0,3174.0,3944.0,4174.0
43,110635,16032.0,16032.0,19525.5,15950.5,39016.0,14312.0,44066.0,1091.0,8450.0,9999.0,13423.0,21601.0,33896.0,8959.0,11732.0,29791.0,8959.0,8450.0,9999.0,11732.0,13423.0,21601.0,29791.0,33896.0,1905.0,668.0,327.0,335.0,192.0,383.0,20530.0,15638.0,5595.0,5874.0,14084.0
44,110644,15768.0,15768.0,19525.5,15950.5,35532.0,14597.0,44351.0,1178.0,10006.0,11598.0,14193.0,18728.0,30357.0,10609.0,12875.0,25657.0,10609.0,10006.0,11598.0,12875.0,14193.0,18728.0,25657.0,30357.0,2749.0,877.0,535.0,518.0,331.0,488.0,17238.0,11050.0,4638.0,5073.0,13260.0
45,110653,12209.0,12209.0,19525.5,15950.5,34355.0,13753.0,43507.0,1361.0,6540.0,8449.0,13275.0,20567.0,29802.0,7211.0,10647.0,25840.0,7211.0,6540.0,8449.0,10647.0,13275.0,20567.0,25840.0,29802.0,2954.0,1170.0,634.0,530.0,266.0,354.0,16677.0,14034.0,4250.0,5116.0,12466.0
46,110662,15023.0,15023.0,19525.5,15950.5,35497.0,13249.0,43003.0,1314.0,9037.0,9891.0,12644.0,20697.0,30321.0,9331.0,11234.0,26807.0,9331.0,9037.0,9891.0,11234.0,12644.0,20697.0,26807.0,30321.0,2078.0,726.0,381.0,363.0,222.0,386.0,17599.0,15241.0,4625.0,5284.0,13154.0
47,110671,11822.0,11822.0,19525.5,15950.5,30561.0,14024.0,43778.0,1520.0,6810.0,8193.0,11126.0,16887.0,26234.0,7317.0,9586.0,22230.0,7317.0,6810.0,8193.0,9586.0,11126.0,16887.0,22230.0,26234.0,3071.0,1089.0,630.0,570.0,335.0,447.0,16261.0,11496.0,3717.0,3147.0,10552.0
48,110680,15240.0,15240.0,19525.5,15950.5,33240.0,14648.0,44402.0,1124.0,9823.0,11176.0,14310.0,20906.0,29132.0,10343.0,12656.0,25497.0,10343.0,9823.0,11176.0,12656.0,14310.0,20906.0,25497.0,29132.0,2572.0,854.0,534.0,478.0,312.0,394.0,15336.0,13749.0,4203.0,4900.0,12624.0
49,110705,16252.0,16252.0,19525.5,15950.5,36492.0,14406.0,44160.0,1259.0,10568.0,11606.0,14583.0,21581.0,31486.0,10928.0,12960.0,27772.0,10928.0,10568.0,11606.0,12960.0,14583.0,21581.0,27772.0,31486.0,1964.0,715.0,380.0,317.0,207.0,345.0,15903.0,13188.0,5381.0,5916.0,13986.0
50,110714,17930.0,17930.0,19525.5,15950.5,35925.0,14025.0,43779.0,1162.0,11038.0,12049.0,15567.0,22380.0,31701.0,11405.0,13860.0,28214.0,11405.0,11038.0,12049.0,13860.0,15567.0,22380.0,28214.0,31701.0,1621.0,490.0,279.0,296.0,208.0,348.0,18866.0,14453.0,5084.0,5602.0,13467.0
51,111188,21743.0,21743.0,19525.5,15950.5,28149.0,7160.0,19040.0,1200.0,13474.0,18048.0,18885.0,23669.0,26554.0,15434.0,18538.0,25913.0,15434.0,13474.0,18048.0,18538.0,18885.0,23669.0,25913.0,26554.0,99.0,16.0,12.0,17.0,12.0,42.0,12576.0,14956.0,7455.0,8597.0,8643.0
52,115755,14956.0,14956.0,19525.5,15950.5,24991.0,7858.0,19738.0,1010.0,11473.0,12298.0,16716.0,20326.0,23400.0,11727.0,14283.0,22308.0,11727.0,11473.0,12298.0,14283.0,16716.0,20326.0,22308.0,23400.0,520.0,221.0,98.0,80.0,43.0,78.0,13390.0,13390.0,3300.0,3300.0,3300.0
53,122409,13845.0,13845.0,19525.5,15950.5,23367.0,7720.0,19600.0,1079.0,7169.0,9274.0,14698.0,18957.0,22318.0,7869.0,11907.0,21268.0,7869.0,7169.0,9274.0,11907.0,14698.0,18957.0,21268.0,22318.0,1993.0,639.0,318.0,300.0,230.0,506.0,18531.0,13860.0,2910.0,3515.0,3986.0
54,122597,14459.0,14459.0,19525.5,15950.5,24513.0,7006.0,18886.0,1038.0,10705.0,11862.0,16065.0,20159.0,23493.0,11134.0,13785.0,22067.0,11134.0,10705.0,11862.0,13785.0,16065.0,20159.0,22067.0,23493.0,2206.0,824.0,486.0,410.0,208.0,278.0,15949.0,17921.0,3152.0,4250.0,3853.0
55,122755,16542.0,16542.0,19525.5,15950.5,25747.0,7852.0,19732.0,1035.0,12158.0,13378.0,17338.0,21035.0,24588.0,12607.0,15328.0,23127.0,12607.0,12158.0,13378.0,15328.0,17338.0,21035.0,23127.0,24588.0,2097.0,693.0,404.0,392.0,250.0,358.0,16986.0,16699.0,3152.0,3893.0,3763.0
56,123572,17563.0,17563.0,19525.5,15950.5,26537.0,7952.0,19832.0,986.0,12803.0,13983.0,17985.0,22254.0,25623.0,13209.0,15956.0,24349.0,13209.0,12803.0,13983.0,15956.0,17985.0,22254.0,24349.0,25623.0,841.0,282.0,148.0,144.0,101.0,166.0,14282.0,16580.0,3504.0,3302.0,3358.0
57,126182,13388.0,13388.0,19525.5,15950.5,22317.0,9560.0,21296.0,1800.0,9864.0,10301.0,13688.0,18159.0,19693.0,10004.0,11994.0,18908.0,10004.0,9864.0,10301.0,11994.0,13688.0,18159.0,18908.0,19693.0,270.0,96.0,45.0,45.0,43.0,41.0,8916.0,11439.0,3105.0,3105.0,2952.0
58,126562,14470.0,14470.0,19525.5,15950.5,22702.0,9401.0,25889.0,1800.0,10404.0,12017.0,15406.0,19860.0,21504.0,11132.0,13584.0,20724.0,11132.0,10404.0,12017.0,13584.0,15406.0,19860.0,20724.0,21504.0,768.0,226.0,186.0,160.0,93.0,103.0,13380.0,11439.0,6255.0,6255.0,6255.0
59,126580,15648.0,15648.0,19525.5,15950.5,22169.0,8580.0,20220.0,1800.0,11543.0,11395.0,15342.0,19725.0,20640.0,11488.0,13399.0,20273.0,11488.0,11543.0,11395.0,13399.0,15342.0,19725.0,20273.0,20640.0,796.0,217.0,128.0,132.0,128.0,191.0,10920.0,11080.0,4660.0,4660.0,4660.0
60,126614,20967.0,20967.0,19525.5,15950.5,31034.0,12466.0,38284.0,1200.0,13141.0,13901.0,18204.0,25326.0,28622.0,13471.0,16165.0,27578.0,13471.0,13141.0,13901.0,16165.0,18204.0,25326.0,27578.0,28622.0,1705.0,342.0,263.0,292.0,256.0,552.0,15220.0,13050.0,2556.0,2556.0,4617.0
61,126775,27114.0,27114.0,19525.5,15950.5,36107.0,19100.0,39800.0,1500.0,16977.0,13690.0,24461.0,31412.0,33480.0,15483.0,19877.0,32751.0,15483.0,16977.0,13690.0,19877.0,24461.0,31412.0,32751.0,33480.0,349.0,48.0,40.0,54.0,73.0,134.0,14720.0,10142.0,1879.0,3065.0,2505.0
62,126818,18679.0,18679.0,19525.5,15950.5,27513.0,11814.0,30535.0,1200.0,11924.0,12736.0,15086.0,21657.0,26666.0,12264.0,14046.0,25131.0,12264.0,11924.0,12736.0,14046.0,15086.0,21657.0,25131.0,26666.0,1683.0,348.0,250.0,315.0,236.0,534.0,10787.0,11440.0,1665.0,1665.0,1665.0
63,127185,16255.0,16255.0,19525.5,15950.5,23881.0,8896.0,19552.0,1240.0,11492.0,11347.0,16067.0,18562.0,20650.0,11430.0,14019.0,20003.0,11430.0,11492.0,11347.0,14019.0,16067.0,18562.0,20003.0,20650.0,155.0,31.0,23.0,30.0,22.0,49.0,11858.0,10168.0,3625.0,3652.0,2712.0
64,127556,16118.0,16118.0,19525.5,15950.5,22143.0,8686.0,22235.0,1560.0,12685.0,13640.0,16572.0,19143.0,20086.0,12964.0,15337.0,19693.0,12964.0,12685.0,13640.0,15337.0,16572.0,19143.0,19693.0,20086.0,1123.0,356.0,147.0,202.0,174.0,244.0,11168.0,8488.0,3110.0,3110.0,2958.0
65,127565,14313.0,14313.0,19525.5,15950.5,19975.0,8693.0,23967.0,1400.0,11867.0,11884.0,14679.0,18158.0,19709.0,11873.0,13193.0,19048.0,11873.0,11867.0,11884.0,13193.0,14679.0,18158.0,19048.0,19709.0,1129.0,384.0,235.0,207.0,129.0,174.0,,11799.0,,6141.0,5988.0
66,127741,15570.0,15570.0,19525.5,15950.5,23864.0,10062.0,22320.0,1200.0,13150.0,13774.0,14111.0,16144.0,20022.0,13404.0,13954.0,18269.0,13404.0,13150.0,13774.0,13954.0,14111.0,16144.0,18269.0,20022.0,1047.0,246.0,169.0,194.0,198.0,240.0,11310.0,11438.0,3104.0,3104.0,2950.0
67,128106,13695.0,13695.0,19525.5,15950.5,21950.0,8591.0,15149.0,1800.0,11243.0,11440.0,13811.0,17343.0,19182.0,11309.0,12571.0,18351.0,11309.0,11243.0,11440.0,12571.0,13811.0,17343.0,18351.0,19182.0,373.0,137.0,69.0,63.0,47.0,57.0,10930.0,11440.0,5356.0,5356.0,5206.0
68,128328,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,128391,16690.0,16690.0,19525.5,15950.5,24194.0,10646.0,22430.0,1300.0,13146.0,13136.0,16216.0,18169.0,21481.0,13142.0,14812.0,20441.0,13142.0,13146.0,13136.0,14812.0,16216.0,18169.0,20441.0,21481.0,209.0,55.0,31.0,37.0,27.0,59.0,9874.0,11439.0,3105.0,3105.0,3105.0
70,128771,16723.0,16723.0,19525.5,15950.5,22518.0,11502.0,24906.0,1600.0,12292.0,13248.0,16857.0,18877.0,21066.0,12677.0,15210.0,20164.0,12677.0,12292.0,13248.0,15210.0,16857.0,18877.0,20164.0,21066.0,923.0,209.0,141.0,168.0,167.0,238.0,12716.0,12716.0,2256.0,2256.0,2976.0
71,128780,11872.0,11872.0,19525.5,15950.5,16369.0,8553.0,11166.0,1600.0,,11872.0,,,,11872.0,11872.0,,11872.0,,11872.0,11872.0,,,,,2.0,0.0,2.0,0.0,0.0,0.0,,3824.0,,4000.0,4000.0
72,129020,22974.0,22974.0,19525.5,15950.5,33896.0,17834.0,40502.0,950.0,14069.0,15498.0,20344.0,26653.0,30060.0,14632.0,18163.0,29158.0,14632.0,14069.0,15498.0,18163.0,20344.0,26653.0,29158.0,30060.0,1387.0,277.0,180.0,220.0,188.0,522.0,13258.0,13258.0,3032.0,3032.0,2754.0
73,129215,19290.0,19290.0,19525.5,15950.5,27425.0,12304.0,25708.0,800.0,15687.0,15154.0,17305.0,20162.0,23988.0,15518.0,16419.0,22726.0,15518.0,15687.0,15154.0,16419.0,17305.0,20162.0,22726.0,23988.0,602.0,146.0,68.0,97.0,96.0,195.0,14434.0,9968.0,2298.0,2548.0,3050.0
74,130493,20830.0,20830.0,19525.5,15950.5,25413.0,11802.0,25206.0,1200.0,17778.0,19210.0,21008.0,23875.0,24689.0,18242.0,20039.0,24310.0,18242.0,17778.0,19210.0,20039.0,21008.0,23875.0,24310.0,24689.0,1164.0,392.0,188.0,161.0,197.0,226.0,13932.0,7392.0,2204.0,4408.0,4408.0
75,130624,,,19525.5,15950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,130776,18166.0,18166.0,19525.5,15950.5,23110.0,11781.0,25185.0,1300.0,17358.0,15874.0,16376.0,19353.0,21587.0,17078.0,16123.0,20663.0,17078.0,17358.0,15874.0,16123.0,16376.0,19353.0,20663.0,21587.0,678.0,313.0,73.0,72.0,91.0,129.0,13876.0,13452.0,2250.0,2250.0,2250.0
77,130934,14866.0,14866.0,19525.5,15950.5,23888.0,8358.0,18280.0,2000.0,14798.0,14027.0,15815.0,14837.0,14897.0,14562.0,14940.0,14870.0,14562.0,14798.0,14027.0,14940.0,15815.0,14837.0,14870.0,14897.0,397.0,159.0,70.0,73.0,43.0,52.0,13068.0,14578.0,2450.0,5888.0,5888.0
78,130943,18967.0,18967.0,19525.5,15950.5,28708.0,14660.0,36090.0,1000.0,13726.0,14583.0,17260.0,22093.0,25409.0,14099.0,15937.0,24335.0,14099.0,13726.0,14583.0,15937.0,17260.0,22093.0,24335.0,25409.0,1175.0,266.0,205.0,210.0,160.0,334.0,13472.0,13472.0,1800.0,1800.0,1800.0
